phenomenonTime,ax_m_s2,ay_m_s2,az_m_s2
2026-05-01T12:00:08.520Z,0.0943,-0.0699,9.8092
2026-05-01T12:00:08.540Z,0.1413,-0.0714,9.8106
2026-05-01T12:00:08.560Z,0.1265,-0.0688,9.8598
2026-05-01T12:00:08.580Z,0.1084,0.0014,9.8083
2026-05-01T12:00:08.600Z,0.074,0.0975,9.8142
2026-05-01T12:00:08.620Z,0.02,0.0256,9.7886
2026-05-01T12:00:08.640Z,-0.0344,0.041,9.7901
2026-05-01T12:00:08.660Z,-0.0751,0.0188,9.82
2026-05-01T12:00:08.680Z,-0.1246,-0.0919,9.7654
2026-05-01T12:00:08.700Z,-0.1435,0.0087,9.7889
2026-05-01T12:00:08.720Z,-0.1261,-0.0379,9.8162
2026-05-01T12:00:08.740Z,-0.0398,0.014,9.9014
2026-05-01T12:00:08.760Z,-0.0056,0.0715,9.7754
2026-05-01T12:00:08.780Z,0.1405,0.0308,9.7837
2026-05-01T12:00:08.800Z,0.164,0.003,9.8486
2026-05-01T12:00:08.820Z,0.151,-0.0349,9.8139
2026-05-01T12:00:08.840Z,0.1073,0.0066,9.7653
2026-05-01T12:00:08.860Z,0.0719,0.0051,9.8298
2026-05-01T12:00:08.880Z,-0.0357,0.0397,9.8178
2026-05-01T12:00:08.900Z,-0.0571,0.018,9.7842
2026-05-01T12:00:08.920Z,-0.127,0.0629,9.8194
2026-05-01T12:00:08.940Z,-0.1487,-0.0248,9.8036
2026-05-01T12:00:08.960Z,-0.0966,-0.0445,9.7421
2026-05-01T12:00:08.980Z,-0.0904,-0.0358,9.7648
2026-05-01T12:00:09.000Z,-0.0006,0.0095,9.8011
2026-05-01T12:00:09.020Z,0.1197,0.0602,9.7868
2026-05-01T12:00:09.040Z,0.124,0.0894,9.8271
2026-05-01T12:00:09.060Z,0.1464,0.0563,9.8303
2026-05-01T12:00:09.080Z,0.168,0.0135,9.838
2026-05-01T12:00:09.100Z,0.0673,-0.1236,9.8343
2026-05-01T12:00:09.120Z,0.0384,-0.0968,9.8497
2026-05-01T12:00:09.140Z,-0.0426,0.0097,9.8251
2026-05-01T12:00:09.160Z,-0.0794,0.0344,9.7841
2026-05-01T12:00:09.180Z,-0.2187,0.0768,9.8482
2026-05-01T12:00:09.200Z,-0.1468,0.063,9.7611
2026-05-01T12:00:09.220Z,-0.137,-0.0225,9.7915
2026-05-01T12:00:09.240Z,-0.042,-0.0342,9.782
2026-05-01T12:00:09.260Z,0.0568,-0.0336,9.8115
2026-05-01T12:00:09.280Z,0.1685,0.0252,9.8666
2026-05-01T12:00:09.300Z,0.1406,0.0086,9.827
2026-05-01T12:00:09.320Z,0.1781,0.0924,9.8095
2026-05-01T12:00:09.340Z,0.0982,0.0651,9.8382
2026-05-01T12:00:09.360Z,0.0411,-0.0273,9.8356
2026-05-01T12:00:09.380Z,0.0094,-0.0355,9.7775
2026-05-01T12:00:09.400Z,-0.0767,-0.0525,9.7962
2026-05-01T12:00:09.420Z,-0.1727,0.0283,9.7936
2026-05-01T12:00:09.440Z,-0.1651,0.0291,9.7814
2026-05-01T12:00:09.460Z,-0.1626,0.0816,9.7679
2026-05-01T12:00:09.480Z,-0.1121,0.0049,9.825
2026-05-01T12:00:09.500Z,0.0016,0.028,9.8013
2026-05-01T12:00:09.520Z,0.0349,-0.0465,9.8063
2026-05-01T12:00:09.540Z,0.1337,-0.0736,9.8136
2026-05-01T12:00:09.560Z,0.1369,-0.0526,9.8294
2026-05-01T12:00:09.580Z,0.1011,0.0249,9.7903
2026-05-01T12:00:09.600Z,0.0814,0.0624,9.8268
2026-05-01T12:00:09.620Z,0.0254,0.0571,9.8677
2026-05-01T12:00:09.640Z,-0.0321,0.0218,9.8631
2026-05-01T12:00:09.660Z,-0.0917,-0.024,9.7954
2026-05-01T12:00:09.680Z,-0.1118,-0.0846,9.8487
2026-05-01T12:00:09.700Z,-0.1526,-0.0092,9.886
2026-05-01T12:00:09.720Z,-0.0868,-0.0052,9.7453
2026-05-01T12:00:09.740Z,-0.0147,0.0634,9.8201
2026-05-01T12:00:09.760Z,0.0342,0.1072,9.8249
2026-05-01T12:00:09.780Z,0.0512,0.0354,9.7637
2026-05-01T12:00:09.800Z,0.152,-0.0438,9.8244
2026-05-01T12:00:09.820Z,0.1142,-0.0707,9.8615
2026-05-01T12:00:09.840Z,0.1454,-0.0628,9.817
2026-05-01T12:00:09.860Z,0.0847,-0.0214,9.8101
2026-05-01T12:00:09.880Z,-0.0082,0.0881,9.8571
2026-05-01T12:00:09.900Z,-0.0577,0.0541,9.8149
2026-05-01T12:00:09.920Z,-0.1683,0.0275,9.7365
2026-05-01T12:00:09.940Z,-0.1331,-0.1057,9.807
2026-05-01T12:00:09.960Z,-0.1536,-0.0107,9.8418
2026-05-01T12:00:09.980Z,-0.092,-0.0207,9.8066
